Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
Sers,Commune,216504241,65424,155590,0650145,eau potable,1,107,107,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sireix,Commune,216504282,65428,155593,0650146,eau potable,1,67,67,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Soulom,Commune,216504357,65435,155594,0650148,eau potable,1,261,261,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat Intercommunal de la Vallée du Louron,Syndicat Intercommunal à Vocations Multiples,200071660,,155677,0650169,eau potable : Territoire n° 1 - Station de Peyragudes-Balestas,2,100,49,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Syndicat Intercommunal de la Vallée du Louron,Syndicat Intercommunal à Vocations Multiples,200071660,,197479,0650168,eau potable : Territoire n° 2 - Station du Val Louron,2,287,143,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sère-Lanso,Commune,216504217,65421,155588,0650144,eau potable,1,51,51,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sère-en-Lavedan,Commune,216504209,65420,155586,0650261,eau potable,1,70,35,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ségus,Commune,216504159,65415,155584,0650143,eau potable,1,269,269,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Tarbes,Commune,216504407,65440,155598,0650460,eau potable,1,42553,42553,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,54",61,Sans anomalie apparente,1,77.6,Sans anomalie apparente,1,11.5,Sans anomalie apparente,1,11.3,Sans anomalie apparente,1,0.33,Sans anomalie apparente,1
Tilhouse,Commune,216504456,65445,155599,0650202,eau potable,1,222,222,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Tramezaïgues,Commune,216504506,65450,155602,0650150,eau potable,1,32,32,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Tuzaguet,Commune,216504555,65455,155605,0650229,eau potable,1,466,233,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Uz,Commune,216504589,65458,155608,0650151,eau potable,1,36,36,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vic-en-Bigorre,Commune,216504605,65460,155609,0650481,eau potable,1,5321,5321,Délégation,Entreprise privée,,30/06/2030,En attente de saisie,,,,,,,,,,,,,,,,
Vidouze,Commune,216504621,65462,155611,0650153,eau potable,1,252,252,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Viella,Commune,216504639,65463,155613,0650154,eau potable,1,85,85,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vielle-Aure,Commune,216504654,65465,155614,0650155,eau potable,1,355,177,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vielle-Louron,Commune,216504662,65466,155615,0650156,eau potable,1,85,85,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vier-Bordes,Commune,216504670,65467,155617,0650157,eau potable,1,107,53,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Viey,Commune,216504696,65469,155619,0650158,eau potable,1,32,32,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Viger,Commune,216504704,65470,155620,0650159,eau potable,1,137,137,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Vignec,Commune,216504712,65471,155621,0650160,eau potable,1,235,235,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Villelongue,Commune,216504738,65473,155622,0650161,eau potable,1,412,412,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Viscos,Commune,216504787,65478,155624,0650162,eau potable,1,42,42,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ansignan,Commune,216600064,66006,95216,0660167,eau potable,1,191,191,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,58",61,Sans anomalie apparente,1,70,Sans anomalie apparente,1,5.6,Sans anomalie apparente,1,4.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Ayguatébia-Talau,Commune,216600106,66010,95217,0660011,eau potable,1,46,23,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,43",53,Sans anomalie apparente,1,90.4,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1,0.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Baillestavy,Commune,216600130,66013,218001,0661009,eau potable,1,110,110,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,88",74,Sans anomalie apparente,1,91.4,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Bolquère,Commune,216600205,66020,192098,0,eau potable,1,828,414,Délégation,Entreprise privée,Lyonnaise des Eaux,31/12/2024,En cours de saisie,,,,,,,,,,,,,,,,
Boule-d'Amont,Commune,216600221,66022,95224,0660019,eau potable,1,62,31,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Bélesta,Commune,216600197,66019,95221,0660412,eau potable,1,237,118,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
COMMISSION SYNDICALE PRODUCTION EAU POTABLE BELESTA et PMMCU,Syndicat Intercommunal à Vocation Unique,256600461,,95425,0660132,eau potable,2,502,250,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
COMMISSION SYNDICALE PRODUCTION EAU POTABLE LA TOUR DE FRANCE et PMMCU,Syndicat Intercommunal à Vocation Unique,256601808,,95529,0660898,eau potable,1,1060,530,Régie,Régie à autonomie financière,,,Confirmé / publié,,,,,100,Sans anomalie apparente,1,,,,,,,,,
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95510,0660371,eau potable : ARGELES SUR MER,1,10431,10431,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,33",112,Sans anomalie apparente,1,89,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,4.3,Sans anomalie apparente,1,0.94,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95516,0660371,eau potable : BAGES,1,4093,4093,Régie,Régie à autonomie financière,,,Vérifié,"1,79",112,Sans anomalie apparente,1,,,,13.1,Sans anomalie apparente,1,12.2,Sans anomalie apparente,1,0.61,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95509,0660371,eau potable : BANYULS - CERBERE - COLLIOURE - PORT VENDRES,4,13574,13574,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,93",112,Sans anomalie apparente,1,74.7,Sans anomalie apparente,1,8.2,Sans anomalie apparente,1,7.9,Sans anomalie apparente,1,0.51,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95261,0660371,eau potable : ELNE,1,8660,8660,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,75",112,Sans anomalie apparente,1,86.8,Sans anomalie apparente,1,8.6,Sans anomalie apparente,1,8.4,Sans anomalie apparente,1,0.17,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95508,0660371,eau potable : LAROQUE - PALAU DEL VIDRE - ST ANDRE - ST GENIS - SOREDE - VILLELONGUE DELS MONTS,6,16435,16435,Régie,Régie à autonomie financière,,,Vérifié,"2,15",112,Sans anomalie apparente,1,,,,7.6,Sans anomalie apparente,1,7.1,Sans anomalie apparente,1,0.61,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95514,0660371,eau potable : MONTESQUIEU DES ALBERES,1,1242,1242,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,1",112,Sans anomalie apparente,1,76.6,Sans anomalie apparente,1,3.1,Sans anomalie apparente,1,2.9,Sans anomalie apparente,1,0.63,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ALBERES de la COTE VERMEILLE et de l'ILLIBERIS,Communauté de communes,200043602,,95518,0660371,eau potable : ORTAFFA,1,1306,1306,Régie,Régie à autonomie financière,,,Vérifié,"1,75",112,Sans anomalie apparente,1,,,,8.3,Sans anomalie apparente,1,7.7,Sans anomalie apparente,1,0.43,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DES ASPRES,Communauté de communes,246600449,,95438,0660131,eau potable : principal,19,20605,20605,Délégation,Entreprise privée,SAUR,31/12/2022,En attente de vérification,"2,25",120,Sans anomalie apparente,1,,,,7.7,Sans anomalie apparente,1,7.1,Sans anomalie apparente,1,0.41,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES SUD-ROUSSILLON,Communauté de communes,246600282,,208956,0660147,eau potable : ALENYA,1,3472,3472,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",120,Sans anomalie apparente,1,72.8,Sans anomalie apparente,1,9.5,Sans anomalie apparente,1,9.2,Sans anomalie apparente,1,1.41,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES SUD-ROUSSILLON,Communauté de communes,246600282,,95520,0660147,eau potable : CORNEILLA DEL VERCOL,1,2218,2218,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",120,Sans anomalie apparente,1,88.7,Sans anomalie apparente,1,4.2,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES SUD-ROUSSILLON,Communauté de communes,246600282,,95423,0660147,eau potable : LATOUR BAS ELNE - ST CYPRIEN,2,12577,12577,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",120,Sans anomalie apparente,1,78.8,Sans anomalie apparente,1,9,Sans anomalie apparente,1,8.5,Sans anomalie apparente,1,1.56,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES SUD-ROUSSILLON,Communauté de communes,246600282,,95522,0660147,eau potable : MONTESCOT,1,1788,1788,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",120,Sans anomalie apparente,1,62.5,Sans anomalie apparente,1,12.6,Sans anomalie apparente,1,12.3,Sans anomalie apparente,1,2.17,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES SUD-ROUSSILLON,Communauté de communes,246600282,,95515,0660147,eau potable : THEZA,1,1880,1880,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",120,Sans anomalie apparente,1,67.6,Sans anomalie apparente,1,8.7,Sans anomalie apparente,1,8.3,Sans anomalie apparente,1,0.32,Sans anomalie apparente,1
CONSEIL DEPARTEMENTAL 66,Département,226600013,,230315,066002141,"eau potable : Châlet ""COLL de la LLOSA""",1,1170,585,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
CONSEIL DEPARTEMENTAL 66,Département,226600013,,219197,066000447,eau potable : Espace Entreprises Méditerranée - F1 AINR,1,3391,1695,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,65",103,Sans anomalie apparente,1,71.4,Sans anomalie apparente,1,8.7,Sans anomalie apparente,1,5.8,Sans anomalie apparente,1,0,Sans anomalie apparente,1
CONSEIL DEPARTEMENTAL 66,Département,226600013,,230314,066001302,eau potable : Gîte de Boadella,1,46,23,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
CONSEIL DEPARTEMENTAL 66,Département,226600013,,230294,066001651,eau potable : Prieuré de Serrabona,1,62,31,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Campoussy,Commune,216600353,66035,95232,0660025,eau potable,1,42,42,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Canaveilles,Commune,216600361,66036,95234,0660168,eau potable,1,45,45,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Caramany,Commune,216600395,66039,95236,0660028,eau potable,1,152,152,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,19",95,Sans anomalie apparente,1,70.5,Sans anomalie apparente,1,7.9,Sans anomalie apparente,1,4.4,Sans anomalie apparente,1,0.28,Sans anomalie apparente,1
Casefabre,Commune,216600403,66040,95239,0660029,eau potable,1,41,41,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Catllar,Commune,216600452,66045,95244,0660031,eau potable,1,743,743,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",84,Sans anomalie apparente,1,84.3,Sans anomalie apparente,1,3.6,Sans anomalie apparente,1,2.9,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Caudiès-de-Conflent,Commune,216600478,66047,95248,0660139,eau potable,1,17,17,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,19",71,Sans anomalie apparente,1,94.7,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Caudiès-de-Fenouillèdes,Commune,216600460,66046,192101,0660143,eau potable,1,648,324,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Claira,Commune,216600502,66050,95251,0660004,eau potable,1,4027,4027,Délégation,Entreprise privée,SAUR,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Conat,Commune,216600544,66054,95253,0660032,eau potable,1,55,55,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Corneilla-la-Rivière,Commune,216600585,66058,95255,0660033,eau potable,1,2033,2033,Régie,Régie à autonomie financière,,,En attente de vérification,2,85,Sans anomalie apparente,1,,,,12.4,Sans anomalie apparente,1,12.2,Sans anomalie apparente,1,5.82,Sans anomalie apparente,1
Corsavy,Commune,216600601,66060,95256,0660035,eau potable,1,259,259,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,73",51,Sans anomalie apparente,1,76.3,Sans anomalie apparente,1,3.9,Sans anomalie apparente,1,2.8,Sans anomalie apparente,1,1,Sans anomalie apparente,1
Coustouges,Commune,216600619,66061,95259,0660036,eau potable,1,111,111,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,87",95,Sans anomalie apparente,1,35.5,Sans anomalie apparente,1,15.1,Sans anomalie apparente,1,14.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Escaro,Commune,216600684,66068,95263,0660037,eau potable,1,121,121,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Feilluns,Commune,216600767,66076,95268,0660042,eau potable,1,63,63,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Fenouillet,Commune,216600775,66077,192107,0660142,eau potable,1,85,42,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,58",95,Sans anomalie apparente,1,61.9,Sans anomalie apparente,1,5.5,Sans anomalie apparente,1,4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Fillols,Commune,216600783,66078,95271,0660043,eau potable,1,180,180,Régie,Régie à autonomie financière,,,Vérifié,,,,,,,,,,,,,,,,
Font-Romeu-Odeillo-Via,Commune,216601245,66124,192112,0,eau potable,1,2150,1075,Délégation,Entreprise privée,SOCIETE LYONNAISE DES EAUX,30/06/2023,En cours de saisie,,,,,,,,,,,,,,,,
Fontpédrouse,Commune,216600809,66080,95274,0660044,eau potable,1,131,131,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Fontrabiouse,Commune,216600817,66081,95275,0660151,eau potable,1,142,142,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,29",93,Sans anomalie apparente,1,90.4,Sans anomalie apparente,1,2.8,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.32,Sans anomalie apparente,1
Formiguères,Commune,216600825,66082,95277,0660153,eau potable : Formiguères,1,452,226,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Formiguères,Commune,216600825,66082,218195,0660153,eau potable : Villeneuve de Formiguères,1,452,226,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Fosse,Commune,216600833,66083,95279,0660045,eau potable,1,40,40,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,09",110,Sans anomalie apparente,1,66.2,Sans anomalie apparente,1,1.3,Sans anomalie apparente,1,1.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Fuilla,Commune,216600858,66085,95281,0660046,eau potable,1,513,513,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,3",95,Sans anomalie apparente,1,82.7,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Glorianes,Commune,216600866,66086,95283,0660047,eau potable,1,21,21,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,06",90,Sans anomalie apparente,1,94.3,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Ille-sur-Têt,Commune,216600882,66088,95286,0660049,eau potable,1,5453,5453,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Jujols,Commune,216600908,66090,95288,0660048,eau potable,1,47,47,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
L'Albère,Commune,216600015,66001,95211,0660008,eau potable,1,81,81,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
La Bastide,Commune,216600189,66018,95219,0660017,eau potable,1,78,78,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
La Llagonne,Commune,216600981,66098,95297,0660137,eau potable,1,239,239,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lamanère,Commune,216600916,66091,95290,0660050,eau potable,1,44,44,Régie,Régie à autonomie financière,,,Vérifié,"1,53",105,Sans anomalie apparente,1,,,,4.4,Sans anomalie apparente,1,2.8,Sans anomalie apparente,1,1.54,Sans anomalie apparente,1
Lansac,Commune,216600924,66092,95291,0660051,eau potable,1,103,103,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,73",81,Sans anomalie apparente,1,93.1,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Latour-de-France,Commune,216600965,66096,95294,0660052,eau potable,1,1060,530,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,91",93,Sans anomalie apparente,1,62.8,Sans anomalie apparente,1,10,Sans anomalie apparente,1,9.1,Sans anomalie apparente,1,0.67,Sans anomalie apparente,1
Le Boulou,Commune,216600247,66024,95228,0660021,eau potable,1,5650,5650,Délégation,Entreprise privée,VEOLIA,31/12/2026,Confirmé / publié,"1,6",118,Sans anomalie apparente,1,67,Sans anomalie apparente,1,9.7,Sans anomalie apparente,1,9.4,Sans anomalie apparente,1,0.91,Sans anomalie apparente,1
Le Perthus,Commune,216601377,66137,201157,0660265,eau potable,1,588,294,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Le Tech,Commune,216602060,66206,95403,0660115,eau potable,1,110,110,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,77",60,Sans anomalie apparente,1,83.5,Sans anomalie apparente,1,4.8,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Le Vivier,Commune,216602342,66234,95420,0660130,eau potable,1,81,81,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,19",91,Sans anomalie apparente,1,73.6,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Les Angles,Commune,216600049,66004,95213,0660136,eau potable,1,542,542,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,82",116,Sans anomalie apparente,1,68.2,Sans anomalie apparente,1,10.8,Sans anomalie apparente,1,7,Sans anomalie apparente,1,0.76,Sans anomalie apparente,1
