Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
DOMBROT LE SEC,Commune,218801405.0,88140,99630,0880306,eau potable,1,385.0,385.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,45",115.0,Sans anomalie apparente,1.0,67.5,Sans anomalie apparente,1.0,4.0,Sans anomalie apparente,1.0,4.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88140,DOMBROT-LE-SEC,VOSGES,LORRAINE,Commune simple,401.0,1901.0,0.4,"48.1427266138, 5.89822258779","{""type"": ""Polygon"", ""coordinates"": [[[5.858615716626522, 48.124018114437234], [5.853059782715533, 48.13345407742317], [5.861235717244915, 48.14607793535748], [5.885540819303537, 48.15062719317154], [5.896340382331693, 48.15789004670951], [5.897201107915393, 48.16474813043869], [5.922889019622574, 48.16658169035633], [5.921419517010493, 48.16337654066272], [5.94260262831911, 48.149820656872784], [5.933488367175776, 48.13810776759024], [5.913136679726827, 48.12863537948235], [5.909147913500854, 48.13045372396958], [5.900383168928746, 48.12785128127754], [5.889898852398073, 48.123300395390594], [5.858615716626522, 48.124018114437234]]]}",26852,140,28,2,88,41
Darney,Commune,218801249.0,88124,99618,0880312,eau potable,1,1191.0,1191.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,58",105.0,Sans anomalie apparente,1.0,57.6,Sans anomalie apparente,1.0,9.0,Sans anomalie apparente,1.0,8.7,Sans anomalie apparente,1.0,0.68,Sans anomalie apparente,1.0,88260,DARNEY,VOSGES,LORRAINE,Chef-lieu canton,309.0,787.0,1.2,"48.0781497355, 6.05418895113","{""type"": ""Polygon"", ""coordinates"": [[[6.064002205680852, 48.05699144782212], [6.050714847737234, 48.06161413024464], [6.053583023762344, 48.068014706529894], [6.046413156702184, 48.07229788014261], [6.046436729790824, 48.079006271657875], [6.039528072823607, 48.08389454570074], [6.030143534763027, 48.08336188952927], [6.025581733499575, 48.097824425507284], [6.033033543243723, 48.10258567073394], [6.048473330203127, 48.0940554889233], [6.053442557963208, 48.08443519037681], [6.062312139769103, 48.08140424848119], [6.085821968022564, 48.0688132553168], [6.07896584200765, 48.05997814340752], [6.066222112375291, 48.06330957858267], [6.064002205680852, 48.05699144782212]]]}",1668,124,10,1,88,41
Denipaire,Commune,218801280.0,88128,194868,0880310,eau potable,1,256.0,256.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,15",115.0,Sans anomalie apparente,1.0,71.3,Sans anomalie apparente,1.0,8.1,Sans anomalie apparente,1.0,4.7,Sans anomalie apparente,1.0,0.74,Sans anomalie apparente,1.0,88210,DENIPAIRE,VOSGES,LORRAINE,Commune simple,425.0,702.0,0.3,"48.3398168543, 6.96189290978","{""type"": ""Polygon"", ""coordinates"": [[[6.97144738195615, 48.3209235632472], [6.953774232406678, 48.32408296445657], [6.956889388184242, 48.32670836411909], [6.942243864469078, 48.33461110606848], [6.948146860517944, 48.34737718923248], [6.95875812029912, 48.35387803418879], [6.953965582830201, 48.35916387681958], [6.97066403456777, 48.35690241647481], [6.977657098038303, 48.345533306761816], [6.97144738195615, 48.3209235632472]]]}",30622,128,26,3,88,41
Deycimont,Commune,218801314.0,88131,99622,0880308,eau potable,1,321.0,321.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,83",100.0,Sans anomalie apparente,1.0,76.1,Sans anomalie apparente,1.0,4.5,Sans anomalie apparente,1.0,3.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,DEYCIMONT,VOSGES,LORRAINE,Commune simple,458.0,639.0,0.3,"48.1738809469, 6.64106383013","{""type"": ""Polygon"", ""coordinates"": [[[6.645085650846181, 48.157066363076474], [6.631432849591032, 48.15958635386681], [6.629453474506259, 48.176032160381766], [6.621213376106289, 48.18450022135185], [6.622151449722497, 48.187570000876846], [6.639392342927887, 48.19184954699078], [6.663229691799326, 48.16729554851124], [6.645085650846181, 48.157066363076474]]]}",14823,131,3,1,88,41
Deyvillers,Commune,218801322.0,88132,99624,0880307,eau potable,1,1514.0,1514.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",117.0,Sans anomalie apparente,1.0,65.9,Sans anomalie apparente,1.0,6.0,Sans anomalie apparente,1.0,4.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88000,DEYVILLERS,VOSGES,LORRAINE,Commune simple,365.0,867.0,1.5,"48.1965304597, 6.52329047209","{""type"": ""Polygon"", ""coordinates"": [[[6.559282082621642, 48.20048067152547], [6.554055674556682, 48.20009773283586], [6.545106021966933, 48.1914229016698], [6.542556745471558, 48.18114133011805], [6.532172067383114, 48.18052493533676], [6.513447895894296, 48.186533168189214], [6.498280089220411, 48.199512245132134], [6.50059139116176, 48.205919572911114], [6.507992381930436, 48.21023027198754], [6.517007526563974, 48.21387099326048], [6.521922234278399, 48.21259864251729], [6.542547101096021, 48.19704806325723], [6.54773533395413, 48.19646889634638], [6.555554829338271, 48.201151442240224], [6.559282082621642, 48.20048067152547]]]}",6633,132,12,1,88,41
Docelles,Commune,218801355.0,88135,99626,,eau potable,1,966.0,483.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,15",80.0,Sans anomalie apparente,1.0,57.1,Sans anomalie apparente,1.0,15.0,Sans anomalie apparente,1.0,14.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88460,DOCELLES,VOSGES,LORRAINE,Commune simple,449.0,869.0,1.0,"48.1419104784, 6.62527743986","{""type"": ""Polygon"", ""coordinates"": [[[6.644914111156541, 48.13937127962164], [6.633819232177502, 48.11758140089148], [6.622467632570949, 48.12389411531901], [6.610058248403079, 48.13484999314291], [6.605798957416641, 48.15879653630832], [6.631432849591032, 48.15958635386681], [6.645085650846181, 48.157066363076474], [6.632069819072699, 48.14751439671408], [6.642203629352999, 48.141634953689376], [6.644914111156541, 48.13937127962164]]]}",34943,135,3,1,88,41
Domfaing,Commune,218801454.0,88145,99632,0880305,eau potable,1,223.0,223.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,13",95.0,Sans anomalie apparente,1.0,76.2,Sans anomalie apparente,1.0,1.9,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,DOMFAING,VOSGES,LORRAINE,Commune simple,409.0,394.0,0.2,"48.2408241172, 6.75106532043","{""type"": ""Polygon"", ""coordinates"": [[[6.752381439664638, 48.22385649744262], [6.743071978513765, 48.22640393599582], [6.739522019679569, 48.23280387219445], [6.739560157994613, 48.24322466116665], [6.744184636584235, 48.24928451018628], [6.759524308509645, 48.25880499990243], [6.763787647503391, 48.25900256400379], [6.76436917080153, 48.25109320499388], [6.764156821599975, 48.249253365345986], [6.74557903877292, 48.24043972303964], [6.762752578878203, 48.234308991133574], [6.752381439664638, 48.22385649744262]]]}",30026,145,2,3,88,41
Dommartin-lès-Remiremont,Commune,218801488.0,88148,99634,0880304,eau potable,1,1929.0,1929.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,49",92.0,Sans anomalie apparente,1.0,80.9,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,1.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88200,DOMMARTIN-LES-REMIREMONT,VOSGES,LORRAINE,Commune simple,538.0,2099.0,1.8,"47.99107923, 6.6482307377","{""type"": ""Polygon"", ""coordinates"": [[[6.624817847345298, 47.96891464313462], [6.613405691050319, 47.96306814514376], [6.603866640125644, 47.96441515744731], [6.601732399931944, 47.96715617853648], [6.60536659728352, 47.983899873895126], [6.622077967264371, 47.99653867275448], [6.614814835841077, 48.009094899648815], [6.621002909102883, 48.014579873339976], [6.626132807852949, 48.014791161220174], [6.633300535385906, 48.01084939677582], [6.646925391054149, 48.01004026675677], [6.659600951738617, 48.01356525961096], [6.670056874054053, 48.00693326793041], [6.683535804508614, 48.004430733700666], [6.679629570979869, 47.99844502586846], [6.691847888729408, 47.99368360532019], [6.701729777580181, 47.977796127149425], [6.69943758122066, 47.97110244701447], [6.694359346366163, 47.97042437350282], [6.682646433199893, 47.976972269457534], [6.66812603157349, 47.980417376485335], [6.65773841352608, 47.98796623914253], [6.637893451522345, 47.98566327939098], [6.624653750282948, 47.97514475480786], [6.624817847345298, 47.96891464313462]]]}",8843,148,23,1,88,41
Entre-deux-Eaux,Commune,218801595.0,88159,99641,0880300,eau potable,1,531.0,531.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,4",95.0,Sans anomalie apparente,1.0,77.2,Sans anomalie apparente,1.0,2.0,Sans anomalie apparente,1.0,1.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88650,ENTRE-DEUX-EAUX,VOSGES,LORRAINE,Commune simple,474.0,851.0,0.5,"48.2376801335, 6.99965862371","{""type"": ""Polygon"", ""coordinates"": [[[7.03387918304497, 48.22066453361927], [7.015230394225595, 48.22664283229874], [6.968380607300228, 48.22545186568271], [6.968821607637682, 48.22665327554794], [6.985418762268274, 48.239842244465834], [6.982667592131085, 48.25001621921047], [6.986266362134878, 48.25621919263459], [6.988216693759519, 48.257567790871306], [7.008135277425742, 48.25639822141153], [7.00527096590137, 48.246405081967794], [7.033076891303003, 48.22621477805244], [7.03387918304497, 48.22066453361927]]]}",10346,159,13,3,88,41
Esley,Commune,218801629.0,88162,99644,0880299,eau potable,1,181.0,181.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,85",85.0,Sans anomalie apparente,1.0,90.9,Sans anomalie apparente,1.0,1.3,Sans anomalie apparente,1.0,1.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88260,ESLEY,VOSGES,LORRAINE,Commune simple,370.0,1116.0,0.2,"48.1752203553, 6.05828858575","{""type"": ""Polygon"", ""coordinates"": [[[6.050791351617415, 48.153330111230396], [6.037513827830275, 48.173537389219945], [6.036243165260577, 48.18678898449307], [6.045029453449057, 48.194603794854956], [6.054028804092997, 48.1962802958604], [6.079854759479481, 48.18070630251814], [6.085055896090234, 48.17155650538196], [6.069576349881939, 48.157237161318456], [6.052007826179747, 48.15621623408861], [6.050791351617415, 48.153330111230396]]]}",24949,162,10,1,88,41
Fays,Commune,218801694.0,88169,99649,0880294,eau potable,1,253.0,253.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,08",103.0,Sans anomalie apparente,1.0,99.7,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,FAYS,VOSGES,LORRAINE,Commune simple,499.0,490.0,0.2,"48.196859172, 6.66860089142","{""type"": ""Polygon"", ""coordinates"": [[[6.682274273602108, 48.18279960015442], [6.658647275054404, 48.190353397093524], [6.651052672929611, 48.203442401793104], [6.660479415526971, 48.2115184537078], [6.672532385986281, 48.20674840925785], [6.671197989029221, 48.20364625858439], [6.68263171725317, 48.19795752864856], [6.686121018052656, 48.19197554223927], [6.682274273602108, 48.18279960015442]]]}",22804,169,3,1,88,41
Frapelle,Commune,218801827.0,88182,99657,0880289,eau potable,1,209.0,209.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",10.0,Sans anomalie apparente,1.0,87.9,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88490,FRAPELLE,VOSGES,LORRAINE,Commune simple,433.0,453.0,0.2,"48.2948095294, 7.05288854277","{""type"": ""Polygon"", ""coordinates"": [[[7.063319733450034, 48.284451324660246], [7.055902110502949, 48.28208437459652], [7.048929709218561, 48.28497212906365], [7.032384944238951, 48.30160082897065], [7.038193027598867, 48.30796119288215], [7.044408291037415, 48.304136170837126], [7.047870386714056, 48.306134844895276], [7.073319152767185, 48.29453096644861], [7.072548962569489, 48.29068349789918], [7.063319733450034, 48.284451324660246]]]}",16447,182,24,3,88,41
Gemaingoutte,Commune,218801934.0,88193,99660,0880287,eau potable,1,134.0,134.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,68",105.0,Sans anomalie apparente,1.0,66.5,Sans anomalie apparente,1.0,3.8,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,2.45,Sans anomalie apparente,1.0,88520,GEMAINGOUTTE,VOSGES,LORRAINE,Commune simple,675.0,391.0,0.1,"48.2455359961, 7.1099105349","{""type"": ""Polygon"", ""coordinates"": [[[7.126810573119099, 48.22509303322928], [7.119574080842997, 48.24205923422345], [7.084018184515386, 48.248312464888464], [7.075741251858777, 48.252571579779605], [7.090317385855823, 48.25525719260604], [7.098663282482303, 48.25137305496731], [7.1136531882566, 48.252951279504416], [7.132650689056205, 48.2428277423298], [7.126810573119099, 48.22509303322928]]]}",30938,193,24,3,88,41
Gendreville,Commune,218801959.0,88195,99661,0880286,eau potable,1,108.0,108.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,19",93.0,Sans anomalie apparente,1.0,83.0,Sans anomalie apparente,1.0,2.4,Sans anomalie apparente,1.0,2.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88140,GENDREVILLE,VOSGES,LORRAINE,Commune simple,374.0,816.0,0.1,"48.2354061751, 5.71584808429","{""type"": ""Polygon"", ""coordinates"": [[[5.710844230067448, 48.219937320670354], [5.687791702950195, 48.234184657589104], [5.688001646967507, 48.23539527448167], [5.700563268861576, 48.24490400594551], [5.713557457888492, 48.24884671944652], [5.728409366159712, 48.24879286408709], [5.728354197856723, 48.24199687053201], [5.742743392374935, 48.24007920998928], [5.743702444407893, 48.232350271897275], [5.710844230067448, 48.219937320670354]]]}",34606,195,4,2,88,41
Gerbamont,Commune,218801975.0,88197,99663,0880284,eau potable,1,385.0,385.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,74",105.0,Sans anomalie apparente,1.0,89.3,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88120,GERBAMONT,VOSGES,LORRAINE,Commune simple,720.0,973.0,0.4,"48.0034015569, 6.76897818447","{""type"": ""Polygon"", ""coordinates"": [[[6.807225323708013, 47.999868742214915], [6.794201060367461, 47.9940191823617], [6.732177415618612, 47.99631105604723], [6.733038624259239, 48.00548207200532], [6.739933004473246, 48.009578366758205], [6.76374481537918, 48.01421514795407], [6.797368385501868, 48.01067459453399], [6.807225323708013, 47.999868742214915]]]}",26991,197,25,1,88,41
Girecourt-sur-Durbion,Commune,218802031.0,88203,99665,,eau potable,1,346.0,173.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,9",105.0,Sans anomalie apparente,1.0,26.9,Sans anomalie apparente,1.0,23.2,Sans anomalie apparente,1.0,23.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,GIRECOURT-SUR-DURBION,VOSGES,LORRAINE,Commune simple,341.0,691.0,0.3,"48.2483163554, 6.59863899407","{""type"": ""Polygon"", ""coordinates"": [[[6.614954641022798, 48.23155712330025], [6.601418906758266, 48.23253809375506], [6.592958349740462, 48.23242648675001], [6.584239474098901, 48.238428840565966], [6.585739876605127, 48.263062155383714], [6.601081182752046, 48.26568503460166], [6.611797582219884, 48.26162914773049], [6.610609936815653, 48.24134563754361], [6.614954641022798, 48.23155712330025]]]}",33679,203,3,1,88,41
Grandvillers,Commune,218802163.0,88216,99673,0880277,eau potable,1,776.0,776.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,63",105.0,Sans anomalie apparente,1.0,94.0,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,GRANDVILLERS,VOSGES,LORRAINE,Commune simple,397.0,1749.0,0.7,"48.23660603, 6.6688268877","{""type"": ""Polygon"", ""coordinates"": [[[6.660479415526971, 48.2115184537078], [6.649772238582411, 48.22700042633745], [6.641019781182989, 48.230657352495776], [6.633950321297038, 48.23977423221579], [6.638332895070668, 48.25638365752842], [6.65118502141478, 48.25927484289202], [6.675290353753867, 48.2494211480294], [6.706451241585886, 48.24702445633688], [6.726139759459651, 48.25177364376991], [6.708355304130369, 48.24111878961063], [6.696019878924351, 48.235200125690874], [6.690534993235409, 48.221950355666515], [6.684014848610771, 48.21660528222385], [6.675837088697755, 48.212401414113494], [6.660479415526971, 48.2115184537078]]]}",17518,216,3,1,88,41
Granges-Aumontzey,Commune,200053627.0,88218,99555,0880354,eau potable (AUMONTZEY),1,2794.0,1397.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,41",105.0,Sans anomalie apparente,1.0,59.3,Sans anomalie apparente,1.0,6.5,Sans anomalie apparente,1.0,6.0,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88640,GRANGES-SUR-VOLOGNE,VOSGES,LORRAINE,Commune simple,651.0,2984.0,2.3,"48.127602766, 6.81014946226","{""type"": ""Polygon"", ""coordinates"": [[[6.842090241359135, 48.091298161585634], [6.823077294537228, 48.09597099895674], [6.816791281656356, 48.1122830015828], [6.812038071374399, 48.11352696947798], [6.783592195329861, 48.107047638802854], [6.775195200665027, 48.11942476580242], [6.776474036225233, 48.13637411945281], [6.763140676527014, 48.14681798431428], [6.765420942620364, 48.161050585025315], [6.774514725978923, 48.161498577888395], [6.787062006130181, 48.15752895469948], [6.799400959108667, 48.16097872158447], [6.808779388812118, 48.153235051870496], [6.828316643641991, 48.15122400157449], [6.824469097137495, 48.13788067497681], [6.867098601607927, 48.10704779393737], [6.842090241359135, 48.091298161585634]]]}",2798,218,8,3,88,41
Granges-Aumontzey,Commune,200053627.0,88218,99674,0880276,eau potable (GRANGES-SUR-VOLOGNE),1,2794.0,1397.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,87",100.0,Sans anomalie apparente,1.0,72.7,Sans anomalie apparente,1.0,4.3,Sans anomalie apparente,1.0,3.8,Sans anomalie apparente,1.0,0.02,Sans anomalie apparente,1.0,88640,GRANGES-SUR-VOLOGNE,VOSGES,LORRAINE,Commune simple,651.0,2984.0,2.3,"48.127602766, 6.81014946226","{""type"": ""Polygon"", ""coordinates"": [[[6.842090241359135, 48.091298161585634], [6.823077294537228, 48.09597099895674], [6.816791281656356, 48.1122830015828], [6.812038071374399, 48.11352696947798], [6.783592195329861, 48.107047638802854], [6.775195200665027, 48.11942476580242], [6.776474036225233, 48.13637411945281], [6.763140676527014, 48.14681798431428], [6.765420942620364, 48.161050585025315], [6.774514725978923, 48.161498577888395], [6.787062006130181, 48.15752895469948], [6.799400959108667, 48.16097872158447], [6.808779388812118, 48.153235051870496], [6.828316643641991, 48.15122400157449], [6.824469097137495, 48.13788067497681], [6.867098601607927, 48.10704779393737], [6.842090241359135, 48.091298161585634]]]}",2798,218,8,3,88,41
Gruey-lès-Surance,Commune,218802213.0,88221,99677,0880274,eau potable,1,258.0,258.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,63",91.0,Sans anomalie apparente,1.0,68.3,Sans anomalie apparente,1.0,3.4,Sans anomalie apparente,1.0,2.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88240,GRUEY-LES-SURANCE,VOSGES,LORRAINE,Commune simple,451.0,2700.0,0.2,"48.033984929, 6.16990695895","{""type"": ""Polygon"", ""coordinates"": [[[6.156057875261969, 48.00694405922464], [6.131397185816461, 48.02408441735872], [6.129183055418308, 48.0309158576629], [6.133771025131931, 48.04808521954312], [6.156056006141667, 48.062538768847354], [6.166734569091896, 48.05531739771294], [6.179150233611027, 48.059395720199475], [6.188687401280135, 48.05692227915968], [6.189265297570743, 48.05358336062218], [6.209499503452022, 48.044126195639265], [6.211457319798207, 48.03123875449082], [6.216401680599238, 48.03106767068109], [6.222673310976674, 48.02799598415566], [6.209923562968799, 48.02521030326372], [6.178741344561315, 48.00742290446614], [6.158678393412131, 48.00992682957695], [6.156057875261969, 48.00694405922464]]]}",34081,221,1,1,88,41
